disease name,other names,RX/OTC,drug,generic name,drug class,brand names,pregnancy label,CSA label
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,desonide,desonide topical,topical-steroids,desonate|desowen|lokara|tridesilon|verdeso|desowen 2 oz|desowen lotion 4 oz kit|desowen lotion 2 oz kit|desowen cream kit|desowen ointment kit|desonil+plus cream|desonil+plus ointment|delonide|desowen 2 oz|desowen lotion 4 oz kit|desowen lotion 2 oz kit|desowen cream kit|desowen ointment kit|desonil+plus cream|desonil+plus ointment,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,elocon,mometasone topical,topical-steroids,,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,prednisone,prednisone,glucocorticoids,,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,fluocinonide,fluocinonide topical,topical-steroids,fluocinonide-e|fluovix|vanos,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx/otc,ranitidine,ranitidine,h2-antagonists,,b,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,desoximetasone,desoximetasone topical,topical-steroids,topicort|topicort lp,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,methotrexate,methotrexate,antimetabolites,,x,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,pimecrolimus,pimecrolimus topical,miscellaneous-topical-agents,elidel,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,topicort,desoximetasone topical,topical-steroids,topicort|topicort lp,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx/otc,cortizone-10,hydrocortisone with aloe cream|gel|and ointment,topical-steroids,cortizone-10,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,halobetasol,halobetasol topical,topical-steroids,bryhali|lexette|ultravate|ultravate x ointment,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,dexamethasone,dexamethasone,glucocorticoids,,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,fluocinolone,fluocinolone,otic-steroids,dermotic|flac,n,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,cloderm,clocortolone topical,topical-steroids,cloderm,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,dexamethasone intensol,dexamethasone,glucocorticoids,baycadron|dexamethasone intensol|dexpak 10 day taperpak|dexpak 13 daytaperpak|dexpak 6 daytaperpak,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,kenalog,triamcinolone topical,topical-steroids,,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,azathioprine,azathioprine,antirheumatics,azasan|imuran,d,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,dupixent,dupilumab,interleukin-inhibitors,,,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx/otc,fluocinolone,fluocinolone topical,topical-steroids,capex|synalar,c,n
eczema,atopic eczema|dermatitisatopic|discoid eczema|infantile eczema,rx,alclometasone,alclometasone topical,topical-steroids,aclovate,c,n
edema,ankle swelling|dropsy,rx,furosemide,furosemide,loop-diuretics,,c,n
edema,ankle swelling|dropsy,rx,lasix,furosemide,loop-diuretics,,c,n
edema,ankle swelling|dropsy,rx,hydrochlorothiazide,hydrochlorothiazide,thiazide-diuretics,,b,n
edema,ankle swelling|dropsy,rx,spironolactone,spironolactone,aldosterone-receptor-antagonists,,c,n
edema,ankle swelling|dropsy,rx,aldactazide,hydrochlorothiazide/spironolactone,potassium-sparing-diuretics-with-thiazides,aldactazide,c,n
edema,ankle swelling|dropsy,rx,aldactone,spironolactone,aldosterone-receptor-antagonists,,c,n
edema,ankle swelling|dropsy,rx,bumex,bumetanide,loop-diuretics,bumex,c,n
edema,ankle swelling|dropsy,rx,metolazone,metolazone,thiazide-diuretics,zaroxolyn|mykrox,b,n
edema,ankle swelling|dropsy,rx,bumetanide,bumetanide,loop-diuretics,bumex,c,n
edema,ankle swelling|dropsy,rx,demadex,torsemide,loop-diuretics,demadex,b,n
edema,ankle swelling|dropsy,rx,hydrochlorothiazide|triamterene,hydrochlorothiazide/triamterene,potassium-sparing-diuretics-with-thiazides,dyazide|maxzide|maxzide-25,c,n
edema,ankle swelling|dropsy,rx,torsemide,torsemide,loop-diuretics,demadex|demadex i.v.,b,n
edema,ankle swelling|dropsy,rx,dyazide,hydrochlorothiazide/triamterene,potassium-sparing-diuretics-with-thiazides,,c,n
edema,ankle swelling|dropsy,rx,hydrochlorothiazide|spironolactone,hydrochlorothiazide/spironolactone,potassium-sparing-diuretics-with-thiazides,aldactazide,c,n
edema,ankle swelling|dropsy,rx,maxzide,hydrochlorothiazide/triamterene,potassium-sparing-diuretics-with-thiazides,dyazide|maxzide,c,n
edema,ankle swelling|dropsy,rx,microzide,hydrochlorothiazide,thiazide-diuretics,microzide,b,n
edema,ankle swelling|dropsy,rx,triamterene,triamterene,potassium-sparing-diuretics,,c,n
edema,ankle swelling|dropsy,rx,zaroxolyn,metolazone,thiazide-diuretics,zaroxolyn,b,n
edema,ankle swelling|dropsy,rx,chlorthalidone,chlorthalidone,thiazide-diuretics,hygroton|thalitone,b,n
edema,ankle swelling|dropsy,rx,esidrix,,thiazide-diuretics,,b,n
edema,ankle swelling|dropsy,otc,pamabrom,pamabrom,miscellaneous-diuretics,aqua-ban|diurex aquagels|diurex water capsules|aqua-ban with pamabrom,n,n
edema,ankle swelling|dropsy,rx,aquazide h,hydrochlorothiazide,thiazide-diuretics,,b,n
edema,ankle swelling|dropsy,rx,diamox,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
edema,ankle swelling|dropsy,rx,acetazolamide,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
edema,ankle swelling|dropsy,rx,carospir,spironolactone,aldosterone-receptor-antagonists,aldactone|carospir,c,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,doxycycline,doxycycline,miscellaneous-antimalarials,,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,tetracycline,tetracycline,tetracyclines,,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,doxy 100,doxycycline injection,miscellaneous-antimalarials,doxy 100,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,vibramycin,doxycycline suspension,miscellaneous-antimalarials,vibramycin,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,doryx,doxycycline delayed-release tablets,miscellaneous-antimalarials,doryx,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,monodox,doxycycline tablets/capsules,miscellaneous-antimalarials,acticlate|adox pak 2/100|adoxa|adoxa pak 1/100|adoxa pak 1/150|monodox|morgidox|oraxyl|targadox|vibramycin|avidoxy|monodox|morgidox|oraxyl|targadox|vibramycin,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,morgidox,doxycycline tablets/capsules,miscellaneous-antimalarials,acticlate|adox pak 2/100|adoxa|adoxa pak 1/100|adoxa pak 1/150|monodox|morgidox|oraxyl|targadox|vibramycin|avidoxy|monodox|morgidox|oraxyl|targadox|vibramycin,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,doryx mpc,doxycycline,,,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,oraxyl,doxycycline tablets/capsules,miscellaneous-antimalarials,acticlate|adox pak 2/100|adoxa|adoxa pak 1/100|adoxa pak 1/150|monodox|morgidox|oraxyl|targadox|vibramycin|avidoxy|monodox|morgidox|oraxyl|targadox|vibramycin,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,ala-tet,tetracycline,tetracyclines,ala-tet|brodspec|panmycin|sumycin|tetracap|tetracon,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,brodspec,tetracycline,tetracyclines,ala-tet|brodspec|panmycin|sumycin|tetracap|tetracon,d,n
ehrlichiosis,hga|hge|hme|human granulocytic anaplasmosis|human granulocytic ehrlichiosis|human monocytic ehrlichiosis,rx,achromycin v,,tetracyclines,,d,n
electromechanical dissociation,,rx/otc,epinephrine,epinephrine injection,adrenergic-bronchodilators,adrenalin|auvi-q|epinephrinesnap-ems|epinephrinesnap-v|epipen 2-pak|epipen jr 2-pak|episnap|symjepi,c,n
electromechanical dissociation,,rx/otc,adrenalin,epinephrine injection,adrenergic-bronchodilators,adrenalin|auvi-q|epinephrinesnap-ems|epinephrinesnap-v|epipen 2-pak|epipen jr 2-pak|episnap|symjepi,c,n
electromechanical dissociation,,rx/otc,adrenalin chloride,epinephrine,adrenergic-bronchodilators,,c,n
electromechanical dissociation,,rx,calcium chloride,calcium chloride,minerals-and-electrolytes,,c,n
electromechanical dissociation,,rx/otc,adrenaclick,epinephrine,adrenergic-bronchodilators,,c,n
encephalopathy,,rx,methylene blue,methylene blue,antidotes,provayblue|urolene blue,x,n
endocarditis,,rx,vancomycin,vancomycin,glycopeptide-antibiotics,,c,n
endocarditis,,rx,ceftriaxone,ceftriaxone,third-generation-cephalosporins,rocephin|rocephin im convenience kit|rocephin add-vantage,b,n
endocarditis,,rx,ampicillin,ampicillin,aminopenicillins,,b,n
endocarditis,,rx,rifampin,rifampin,rifamycin-derivatives,rifadin|rifadin iv|rimactane,c,n
endocarditis,,rx,metronidazole,metronidazole,amebicides,,b,n
endocarditis,,rx,daptomycin,daptomycin,miscellaneous-antibiotics,cubicin|cubicin rf,b,n
endocarditis,,rx,cefazolin,cefazolin,first-generation-cephalosporins,ancef|kefzol,b,n
endocarditis,,rx,ceftazidime,ceftazidime injection,third-generation-cephalosporins,fortaz|tazicef|tazidime|tazicef novaplus|tazicef add-vantage|fortaz add-vantage|fortaz twistvial|ceptaz|tazidime|tazicef novaplus|tazicef add-vantage|fortaz add-vantage|fortaz twistvial,b,n
endocarditis,,rx,rifadin,rifampin capsules,rifamycin-derivatives,rifadin,c,n
endocarditis,,rx,flagyl,metronidazole,amebicides,,b,n
endocarditis,,rx,gentamicin,gentamicin,aminoglycosides,garamycin|cidomycin|septopal,d,n
endocarditis,,rx,garamycin,gentamicin,aminoglycosides,garamycin,d,n
endocarditis,,rx,vancocin,vancomycin capsules,glycopeptide-antibiotics,vancocin,c,n
endocarditis,,rx,cubicin,daptomycin,miscellaneous-antibiotics,,b,n
endocarditis,,rx,flagyl iv,metronidazole,amebicides,,b,n
endocarditis,,rx,cilastatin|imipenem,imipenem/cilastatin,carbapenems,primaxin iv|primaxin im|primaxin iv add-vantage,c,n
endocarditis,,rx,oxacillin,oxacillin,penicillinase-resistant-penicillins,oxacillin sodium add-vantage,b,n
endocarditis,,rx,tobramycin,tobramycin,aminoglycosides,tobramycin sulfate add-vantage,d,n
endocarditis,,rx,nafcillin,nafcillin,penicillinase-resistant-penicillins,unipen|nallpen,b,n
endocarditis,,rx,flagyl 375,metronidazole,amebicides,first metronidazole|flagyl|flagyl 375,b,n
endocarditis,,rx,streptomycin,streptomycin,aminoglycosides,,d,n
endocarditis,,rx,fortaz,ceftazidime injection,third-generation-cephalosporins,fortaz|tazicef,b,n
endocarditis,,rx,primaxin iv,imipenem/cilastatin,carbapenems,primaxin iv,c,n
endocarditis,,rx,bactocill,oxacillin sodium,penicillinase-resistant-penicillins,,b,n
endocarditis,,rx,tobi,tobramycin,aminoglycosides,bethkis|kitabis pak|tobi|tobi podhaler,d,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,megestrol,megestrol,hormones-antineoplastics,megace es|megace,x,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,provera,medroxyprogesterone,contraceptives,provera,x,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,medroxyprogesterone,medroxyprogesterone,contraceptives,,x,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,anastrozole,anastrozole,aromatase-inhibitors,arimidex,d,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,depo-provera,medroxyprogesterone,contraceptives,,x,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,cyclophosphamide,cyclophosphamide,alkylating-agents,cytoxan|neosar|cytoxan lyophilized,d,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,depo-subq provera 104,medroxyprogesterone,contraceptives,depo-provera|depo-provera contraceptive|depo-subq provera 104,x,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,depo-provera contraceptive,medroxyprogesterone,contraceptives,depo-provera|depo-provera contraceptive|depo-subq provera 104,x,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,keytruda,pembrolizumab,anti-pd-1-monoclonal-antibodies,,d,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,pembrolizumab,pembrolizumab,anti-pd-1-monoclonal-antibodies,keytruda,d,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,lenvatinib,lenvatinib,multikinase-inhibitors,lenvima|lenvima 8 mg daily-dose|lenvima 20 mg daily-dose|lenvima 12 mg daily-dose,,n
endometrial carcinoma,cancerendometrial|canceruterine|endometrial adenocarcinoma|endometrial carcinoma|uterine adenocarcinoma|uterine cancer|uterine corpus cancer,rx,lenvima,lenvatinib,multikinase-inhibitors,,,n
endometrial hyperplasia prophylaxis,,rx,medroxyprogesterone,medroxyprogesterone,contraceptives,,x,n
endometrial hyperplasia prophylaxis,,rx/otc,prometrium,progesterone,progestins,first progesterone mc10|menopause formula progesterone|prometrium,b,n
endometrial hyperplasia prophylaxis,,rx,provera,medroxyprogesterone,contraceptives,provera,x,n
endometrial hyperplasia prophylaxis,,rx/otc,progesterone,progesterone,progestins,,b,n
endometrial hyperplasia prophylaxis,,rx,depo-provera,medroxyprogesterone,contraceptives,,x,n
endometrial hyperplasia prophylaxis,,rx/otc,endometrin,progesterone vaginal,progestins,,b,n
endometrial hyperplasia prophylaxis,,rx/otc,crinone,progesterone vaginal,progestins,crinone|endometrin|first-progesterone vgs 200|prochieve,b,n
endometrial hyperplasia prophylaxis,,rx/otc,first progesterone mc10,progesterone,progestins,first progesterone mc10|menopause formula progesterone|prometrium,b,n
endometrial hyperplasia prophylaxis,,rx,depo-provera contraceptive,medroxyprogesterone,contraceptives,depo-provera|depo-provera contraceptive|depo-subq provera 104,x,n
endometrial hyperplasia prophylaxis,,rx,depo-subq provera 104,medroxyprogesterone,contraceptives,depo-provera|depo-provera contraceptive|depo-subq provera 104,x,n
endometrial hyperplasia,,rx,megestrol,megestrol,hormones-antineoplastics,megace es|megace,x,n
endometriosis,,rx,norethindrone,norethindrone,contraceptives,aygestin|camila|errin|jolivette|nora-be|ortho micronor|heather|jencycla|norlyroc|deblitane|sharobel|lyza|norlyda|tulana|incassia|nor-qd|heather|jencycla|norlyroc|deblitane|sharobel|lyza|norlyda|tulana|incassia,x,n
endometriosis,,rx,depo-provera,medroxyprogesterone,contraceptives,,x,n
endometriosis,,rx,lupron depot,leuprolide,gonadotropin-releasing-hormones,eligard|lupron depot,x,n
endometriosis,,rx,medroxyprogesterone,medroxyprogesterone,contraceptives,,x,n
endometriosis,,rx,zoladex,goserelin,gonadotropin-releasing-hormones,,x,n
endometriosis,,rx/otc,progesterone,progesterone,progestins,,b,n
endometriosis,,rx,lutera,,contraceptives,,x,n
endometriosis,,rx,provera,medroxyprogesterone,contraceptives,provera,x,n
endometriosis,,rx,aviane,ethinyl estradiol/levonorgestrel,contraceptives,,x,n
endometriosis,,rx,aygestin,norethindrone,contraceptives,aygestin|camila|errin|jolivette|nora-be|ortho micronor,x,n
endometriosis,,rx,seasonique,ethinyl estradiol/levonorgestrel,contraceptives,,x,n
endometriosis,,rx,danazol,danazol,antigonadotropic-agents,danocrine,x,n
endometriosis,,rx,sprintec,ethinyl estradiol/norgestimate,contraceptives,estarylla|femynor|mono-linyah|mononessa|ortho tri-cyclen|previfem|sprintec|tri-lo-marzia|trinessa,x,n
endometriosis,,rx,ethinyl estradiol|levonorgestrel,ethinyl estradiol/levonorgestrel,contraceptives,amethyst|aviane|balcoltra|falmina|levlen|lillow|orsythia|vienva,x,n
endometriosis,,rx,orilissa,elagolix,gonadotropin-releasing-hormone-antagonists,,,n
endometriosis,,rx,depo-provera contraceptive,medroxyprogesterone,contraceptives,depo-provera|depo-provera contraceptive|depo-subq provera 104,x,n
endometriosis,,rx,leuprolide,leuprolide,gonadotropin-releasing-hormones,eligard|lupron depot|lupron|lupron depot-ped|lupron depot-gyn|viadur,x,n
endometriosis,,rx,seasonale,ethinyl estradiol/levonorgestrel,contraceptives,,x,n
endometriosis,,rx,cryselle,ethinyl estradiol/norgestrel,contraceptives,cryselle 28|low-ogestrel|ogestrel-28,x,n
endometriosis,,rx,errin,norethindrone,contraceptives,aygestin|camila|errin|jolivette|nora-be|ortho micronor,x,n
endometriosis,,rx,ethinyl estradiol|norethindrone,ethinyl estradiol/norethindrone,contraceptives,femhrt 0.5 mg/2.5 mcg|fyavolv|jevantique lo|jinteli,x,n
endometriosis,,rx,camila,norethindrone,contraceptives,aygestin|camila|errin|jolivette|nora-be|ortho micronor,x,n
endometriosis,,rx,desogestrel|ethinyl estradiol,ethinyl estradiol/desogestrel,contraceptives,apri|azurette|bekyree|caziant|cyred|emoquette|enskyce|isibloom|juleber|kalliga|kariva|mircette|pimtrea|reclipsen|simliya|velivet|viorele|volnea|ortho-cept|cyclessa|solia|cesia|kimidess|cyred eq|desogen|ortho-cept|cyclessa|solia|cesia|kimidess|cyred eq,x,n
endometriosis,,rx,jolessa,ethinyl estradiol/levonorgestrel,contraceptives,amethia|amethia lo|camrese|camrese lo|daysee|introvale|jolessa|loseasonique|quartette|quasense|seasonale|seasonique,x,n
endometriosis,,rx,nora-be,norethindrone,contraceptives,aygestin|camila|errin|jolivette|nora-be|ortho micronor,x,n
