Code Range,CCS,CCS Label,l,r
61105-61106,1,Incision and excision of CNS,61105,61106
61107-61107,2,"Insertion, replacement, or removal of extracranial ventricular shunt",61107,61107
61108-61130,1,Incision and excision of CNS,61108,61130
61140-61140,7,Other diagnostic nervous system procedures,61140,61140
61150-61156,1,Incision and excision of CNS,61150,61156
61210-61210,2,"Insertion, replacement, or removal of extracranial ventricular shunt",61210,61210
61215-61215,175,Other OR therapeutic procedures on skin and breast,61215,61215
61250-61315,1,Incision and excision of CNS,61250,61315
61316-61316,161,Other OR therapeutic procedures on bone,61316,61316
61320-61323,1,Incision and excision of CNS,61320,61323
61330-61330,21,Other extraocular muscle and orbit therapeutic procedures,61330,61330
61332-61332,18,Diagnostic procedures on eye,61332,61332
61333-61334,21,Other extraocular muscle and orbit therapeutic procedures,61333,61334
61340-61340,1,Incision and excision of CNS,61340,61340
61343-61343,3,"Laminectomy, excision intervertebral disc",61343,61343
61345-61440,1,Incision and excision of CNS,61345,61440
61450-61460,9,Other OR therapeutic nervous system procedures,61450,61460
61470-61490,1,Incision and excision of CNS,61470,61490
61500-61501,9,Other OR therapeutic nervous system procedures,61500,61501
61510-61516,1,Incision and excision of CNS,61510,61516
61517-61517,224,Cancer chemotherapy,61517,61517
61518-61530,1,Incision and excision of CNS,61518,61530
61531-61533,9,Other OR therapeutic nervous system procedures,61531,61533
61534-61545,1,Incision and excision of CNS,61534,61545
61546-61548,12,Other therapeutic endocrine procedures,61546,61548
61550-61552,9,Other OR therapeutic nervous system procedures,61550,61552
61556-61557,1,Incision and excision of CNS,61556,61557
61558-61567,9,Other OR therapeutic nervous system procedures,61558,61567
61570-61576,1,Incision and excision of CNS,61570,61576
61580-61581,9,Other OR therapeutic nervous system procedures,61580,61581
61582-61596,1,Incision and excision of CNS,61582,61596
61597-61597,142,Partial excision bone,61597,61597
61598-61608,1,Incision and excision of CNS,61598,61608
61609-61613,59,Other OR procedures on vessels of head and neck,61609,61613
61615-61616,1,Incision and excision of CNS,61615,61616
61618-61619,9,Other OR therapeutic nervous system procedures,61618,61619
61623-61645,59,Other OR procedures on vessels of head and neck,61623,61645
61650-61651,54,"Other vascular catheterization, not heart",61650,61651
61680-61711,59,Other OR procedures on vessels of head and neck,61680,61711
61712-61735,1,Incision and excision of CNS,61712,61735
61750-61751,7,Other diagnostic nervous system procedures,61750,61751
61760-61793,9,Other OR therapeutic nervous system procedures,61760,61793
61795-61795,7,Other diagnostic nervous system procedures,61795,61795
61796-61875,9,Other OR therapeutic nervous system procedures,61796,61875
61880-61880,1,Incision and excision of CNS,61880,61880
61885-61888,174,Other non-OR therapeutic procedures on skin and breast,61885,61888
62000-62010,148,Other fracture and dislocation procedure,62000,62010
62100-62148,9,Other OR therapeutic nervous system procedures,62100,62148
62160-62160,2,"Insertion, replacement, or removal of extracranial ventricular shunt",62160,62160
62161-62164,1,Incision and excision of CNS,62161,62164
62165-62165,12,Other therapeutic endocrine procedures,62165,62165
62180-62258,2,"Insertion, replacement, or removal of extracranial ventricular shunt",62180,62258
62263-62264,5,Insertion of catheter or spinal stimulator and injection into spinal canal,62263,62264
62267-62267,7,Other diagnostic nervous system procedures,62267,62267
62268-62268,9,Other OR therapeutic nervous system procedures,62268,62268
62269-62269,7,Other diagnostic nervous system procedures,62269,62269
62270-62272,4,Diagnostic spinal tap,62270,62272
62273-62273,8,Other non-OR or closed therapeutic nervous system procedures,62273,62273
62274-62282,5,Insertion of catheter or spinal stimulator and injection into spinal canal,62274,62282
62284-62284,181,Myelogram,62284,62284
62287-62287,3,"Laminectomy, excision intervertebral disc",62287,62287
62288-62289,5,Insertion of catheter or spinal stimulator and injection into spinal canal,62288,62289
62290-62291,226,Other diagnostic radiology and related techniques,62290,62291
62292-62294,9,Other OR therapeutic nervous system procedures,62292,62294
62298-62298,5,Insertion of catheter or spinal stimulator and injection into spinal canal,62298,62298
62302-62305,181,Myelogram,62302,62305
62310-62350,5,Insertion of catheter or spinal stimulator and injection into spinal canal,62310,62350
62351-62351,3,"Laminectomy, excision intervertebral disc",62351,62351
62355-62355,5,Insertion of catheter or spinal stimulator and injection into spinal canal,62355,62355
62360-62365,9,Other OR therapeutic nervous system procedures,62360,62365
62367-62368,175,Other OR therapeutic procedures on skin and breast,62367,62368
62369-62370,8,Other non-OR or closed therapeutic nervous system procedures,62369,62370
62380-63252,3,"Laminectomy, excision intervertebral disc",62380,63252
63265-63308,9,Other OR therapeutic nervous system procedures,63265,63308
63600-63610,5,Insertion of catheter or spinal stimulator and injection into spinal canal,63600,63610
63615-63621,9,Other OR therapeutic nervous system procedures,63615,63621
63650-63650,5,Insertion of catheter or spinal stimulator and injection into spinal canal,63650,63650
63655-63655,3,"Laminectomy, excision intervertebral disc",63655,63655
63657-63688,5,Insertion of catheter or spinal stimulator and injection into spinal canal,63657,63688
63690-63690,7,Other diagnostic nervous system procedures,63690,63690
63691-63691,8,Other non-OR or closed therapeutic nervous system procedures,63691,63691
63700-63707,9,Other OR therapeutic nervous system procedures,63700,63707
63709-63709,3,"Laminectomy, excision intervertebral disc",63709,63709
63710-63710,9,Other OR therapeutic nervous system procedures,63710,63710
63740-63740,3,"Laminectomy, excision intervertebral disc",63740,63740
63741-63746,9,Other OR therapeutic nervous system procedures,63741,63746
63750-63780,5,Insertion of catheter or spinal stimulator and injection into spinal canal,63750,63780
64400-64405,8,Other non-OR or closed therapeutic nervous system procedures,64400,64405
64408-64410,9,Other OR therapeutic nervous system procedures,64408,64410
64412-64412,5,Insertion of catheter or spinal stimulator and injection into spinal canal,64412,64412
64413-64415,8,Other non-OR or closed therapeutic nervous system procedures,64413,64415
64416-64416,5,Insertion of catheter or spinal stimulator and injection into spinal canal,64416,64416
64417-64445,8,Other non-OR or closed therapeutic nervous system procedures,64417,64445
64446-64446,5,Insertion of catheter or spinal stimulator and injection into spinal canal,64446,64446
64447-64447,8,Other non-OR or closed therapeutic nervous system procedures,64447,64447
64448-64449,5,Insertion of catheter or spinal stimulator and injection into spinal canal,64448,64449
64450-64455,8,Other non-OR or closed therapeutic nervous system procedures,64450,64455
64461-64484,5,Insertion of catheter or spinal stimulator and injection into spinal canal,64461,64484
64486-64550,8,Other non-OR or closed therapeutic nervous system procedures,64486,64550
64553-64647,9,Other OR therapeutic nervous system procedures,64553,64647
64650-64653,156,"Injections and aspirations of muscles, tendons, bursa, joints and soft tissue",64650,64653
64680-64681,8,Other non-OR or closed therapeutic nervous system procedures,64680,64681
64702-64727,6,Decompression peripheral nerve,64702,64727
64732-64792,9,Other OR therapeutic nervous system procedures,64732,64792
64795-64795,7,Other diagnostic nervous system procedures,64795,64795
64802-64999,9,Other OR therapeutic nervous system procedures,64802,64999
65091-65175,21,Other extraocular muscle and orbit therapeutic procedures,65091,65175
65205-65205,229,Nonoperative removal of foreign body,65205,65205
65210-65210,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",65210,65210
65220-65260,229,Nonoperative removal of foreign body,65220,65260
65265-65265,20,Other intraocular therapeutic procedures,65265,65265
65270-65286,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",65270,65286
65290-65290,21,Other extraocular muscle and orbit therapeutic procedures,65290,65290
65400-65400,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",65400,65400
65410-65410,18,Diagnostic procedures on eye,65410,65410
65420-65426,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",65420,65426
65430-65430,18,Diagnostic procedures on eye,65430,65430
65435-65600,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",65435,65600
65710-65757,13,Corneal transplant,65710,65757
65760-65779,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",65760,65779
65780-65782,176,Other organ transplantation,65780,65782
65785-65785,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",65785,65785
65800-65800,18,Diagnostic procedures on eye,65800,65800
65805-65815,20,Other intraocular therapeutic procedures,65805,65815
65820-65855,14,Glaucoma procedures,65820,65855
65860-65900,20,Other intraocular therapeutic procedures,65860,65900
65920-65920,15,Lens and cataract procedures,65920,65920
65930-66130,20,Other intraocular therapeutic procedures,65930,66130
66150-66185,14,Glaucoma procedures,66150,66185
66220-66225,20,Other intraocular therapeutic procedures,66220,66225
66250-66250,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",66250,66250
66500-66682,20,Other intraocular therapeutic procedures,66500,66682
66700-66761,14,Glaucoma procedures,66700,66761
66762-66770,20,Other intraocular therapeutic procedures,66762,66770
66820-66986,15,Lens and cataract procedures,66820,66986
66990-67038,20,Other intraocular therapeutic procedures,66990,67038
67039-67040,16,"Repair of retinal tear, detachment",67039,67040
67041-67043,20,Other intraocular therapeutic procedures,67041,67043
67101-67113,16,"Repair of retinal tear, detachment",67101,67113
67115-67121,20,Other intraocular therapeutic procedures,67115,67121
67141-67145,16,"Repair of retinal tear, detachment",67141,67145
67208-67229,17,Destruction of lesion of retina and choroid,67208,67229
67250-67299,20,Other intraocular therapeutic procedures,67250,67299
67311-67345,21,Other extraocular muscle and orbit therapeutic procedures,67311,67345
67346-67350,18,Diagnostic procedures on eye,67346,67350
67399-67399,21,Other extraocular muscle and orbit therapeutic procedures,67399,67399
67400-67400,18,Diagnostic procedures on eye,67400,67400
67405-67414,21,Other extraocular muscle and orbit therapeutic procedures,67405,67414
67415-67415,18,Diagnostic procedures on eye,67415,67415
67420-67445,21,Other extraocular muscle and orbit therapeutic procedures,67420,67445
67450-67450,18,Diagnostic procedures on eye,67450,67450
67500-67560,21,Other extraocular muscle and orbit therapeutic procedures,67500,67560
67570-67570,9,Other OR therapeutic nervous system procedures,67570,67570
67599-67599,21,Other extraocular muscle and orbit therapeutic procedures,67599,67599
67700-67808,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",67700,67808
67810-67810,18,Diagnostic procedures on eye,67810,67810
67820-68040,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",67820,68040
68100-68100,18,Diagnostic procedures on eye,68100,68100
68110-68505,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",68110,68505
68510-68510,18,Diagnostic procedures on eye,68510,68510
68520-68520,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",68520,68520
68525-68525,18,Diagnostic procedures on eye,68525,68525
68530-68840,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",68530,68840
68850-68850,226,Other diagnostic radiology and related techniques,68850,68850
68899-68899,21,Other extraocular muscle and orbit therapeutic procedures,68899,68899
69000-69090,26,Other therapeutic ear procedures,69000,69090
69100-69105,25,Diagnostic procedures on ear,69100,69105
69110-69155,26,Other therapeutic ear procedures,69110,69155
69200-69200,229,Nonoperative removal of foreign body,69200,69200
69205-69210,26,Other therapeutic ear procedures,69205,69210
69220-69222,169,"Debridement of wound, infection or burn",69220,69222
